0.000000000000000000e+00
1,39E+15
1,90E+17
6,50E+17
9,79E+17
8,89E+17
4,60E+17
6,61E+16
4,95E+16
4,23E+17
8,63E+17
9,89E+17
6,95E+17
2,34E+17
5,94E+14
1,94E+17
6,47E+17
9,76E+17
9,00E+17
4,87E+17
8,48E+16
3,23E+16
3,72E+17
8,19E+17
9,99E+17
7,63E+17
3,09E+17
1,35E+16
1,21E+17
5,41E+17
9,27E+17
9,62E+17
6,18E+17
1,79E+17
1,02E+15
2,29E+17
6,77E+17
9,81E+17
8,97E+17
4,93E+17
9,53E+16
2,23E+16
3,31E+17
7,74E+17
9,99E+17
8,28E+17
3,97E+17
4,85E+16
5,53E+16
4,11E+17
8,36E+17
9,98E+17
7,72E+17
3,34E+17
2,56E+16
8,42E+16
4,64E+17
8,71E+17
9,93E+17
7,38E+17
3,01E+17
1,67E+16
9,96E+16
4,86E+17
8,82E+17
9,90E+17
7,30E+17
2,97E+17
1,66E+16
9,73E+16
4,78E+17
8,74E+17
9,93E+17
7,48E+17
3,21E+17
2,52E+16
7,78E+16
4,39E+17
8,44E+17
9,99E+17
7,92E+17
3,74E+17
4,75E+16
4,67E+16
3,71E+17
7,87E+17
9,98E+17
8,54E+17
4,59E+17
9,35E+16
1,49E+16
2,78E+17
6,96E+17
9,77E+17
9,24E+17
5,76E+17
1,76E+17
1,11E+13
1,70E+17
5,67E+17
9,18E+17
9,82E+17
7,17E+17
3,04E+17
2,53E+16
6,83E+16
4,03E+17
8,03E+17
9,99E+17
8,60E+17
4,81E+17
1,15E+17
5,35E+15
2,23E+17
6,24E+17
9,42E+17
9,70E+17
6,89E+17
2,86E+17
2,19E+16
6,92E+16
3,96E+17
7,89E+17
9,96E+17
8,84E+17
5,26E+17
1,52E+17
9,49E+13
1,66E+17
5,43E+17
8,93E+17
9,95E+17
7,86E+17
3,98E+17
7,49E+16
1,63E+16
2,58E+17
6,49E+17
9,48E+17
9,71E+17
7,05E+17
3,14E+17
3,70E+16
4,21E+16
3,25E+17
7,13E+17
9,72E+17
9,48E+17
6,55E+17
2,70E+17
2,23E+16
5,90E+16
3,57E+17
7,39E+17
9,80E+17
9,39E+17
6,41E+17
2,62E+17
2,12E+16
5,85E+16
3,51E+17
7,29E+17
9,75E+17
9,49E+17
6,66E+17
2,89E+17
3,27E+16
4,08E+16
3,08E+17
6,83E+17
9,55E+17
9,72E+17
7,26E+17
3,55E+17
6,49E+16
1,50E+16
2,32E+17
5,96E+17
9,07E+17
9,95E+17
8,15E+17
4,64E+17
1,33E+17
5,54E+12
1,36E+17
4,66E+17
8,14E+17
9,95E+17
9,13E+17
6,13E+17
2,54E+17
2,47E+16
4,42E+16
3,01E+17
6,61E+17
9,37E+17
9,87E+17
7,86E+17
4,38E+17
1,23E+17
4,67E+13
1,32E+17
4,49E+17
7,92E+17
9,88E+17
9,38E+17
6,70E+17
3,17E+17
5,56E+16
1,46E+16
2,13E+17
5,52E+17
8,66E+17
1,00E+18
8,90E+17
5,92E+17
2,49E+17
2,81E+16
3,39E+16
2,63E+17
6,05E+17
8,96E+17
9,99E+17
8,67E+17
5,62E+17
2,28E+17
2,21E+16
3,90E+16
2,70E+17
6,07E+17
8,94E+17
1,00E+18
8,76E+17
5,81E+17
2,50E+17
3,22E+16
2,60E+16
2,33E+17
5,60E+17
8,59E+17
9,98E+17
9,16E+17
6,50E+17
3,18E+17
6,71E+16
5,61E+15
1,60E+17
4,62E+17
7,79E+17
9,76E+17
9,68E+17
7,60E+17
4,41E+17
1,47E+17
3,91E+15
7,02E+16
3,17E+17
6,40E+17
9,04E+17
1,00E+18
8,88E+17
6,16E+17
2,97E+17
6,14E+16
5,55E+15
1,51E+17
4,38E+17
7,49E+17
9,60E+17
9,86E+17
8,18E+17
5,23E+17
2,20E+17
2,84E+16
2,22E+16
2,03E+17
5,00E+17
7,96E+17
9,77E+17
9,73E+17
7,88E+17
4,92E+17
2,00E+17
2,24E+16
2,61E+16
2,09E+17
5,00E+17
7,91E+17
9,73E+17
9,79E+17
8,07E+17
5,23E+17
2,30E+17
3,70E+16
1,27E+16
1,65E+17
4,39E+17
7,34E+17
9,44E+17
9,96E+17
8,71E+17
6,15E+17
3,19E+17
8,68E+16
1,46E+12
8,78E+16
3,19E+17
6,12E+17
8,66E+17
9,94E+17
9,53E+17
7,58E+17
4,76E+17
2,02E+17
2,95E+16
1,45E+16
1,61E+17
4,20E+17
7,05E+17
9,22E+17
1,00E+18
9,14E+17
6,94E+17
4,12E+17
1,58E+17
1,47E+16
2,70E+16
1,90E+17
4,51E+17
7,27E+17
9,31E+17
1,00E+18
9,13E+17
6,98E+17
4,22E+17
1,71E+17
2,11E+16
1,78E+16
1,61E+17
4,07E+17
6,80E+17
8,98E+17
9,98E+17
9,49E+17
7,67E+17
5,07E+17
2,46E+17
5,89E+16
7,61E+14
8,72E+16
2,92E+17
5,57E+17
8,04E+17
9,65E+17
9,94E+17
8,83E+17
6,65E+17
4,02E+17
1,66E+17
2,35E+16
1,24E+16
1,35E+17
3,57E+17
6,17E+17
8,45E+17
9,80E+17
9,86E+17
8,62E+17
6,42E+17
3,86E+17
1,59E+17
2,30E+16
1,11E+16
1,26E+17
3,37E+17
5,90E+17
8,19E+17
9,66E+17
9,95E+17
8,99E+17
7,04E+17
4,58E+17
2,23E+17
5,66E+16
1,05E+14
6,61E+16
2,38E+17
4,72E+17
7,13E+17
9,02E+17
9,95E+17
9,70E+17
8,33E+17
6,19E+17
3,77E+17
1,65E+17
3,02E+16
4,57E+15
9,27E+16
2,74E+17
5,06E+17
7,36E+17
9,12E+17
9,96E+17
9,69E+17
8,39E+17
6,34E+17
4,00E+17
1,89E+17
4,52E+16
3,99E+14
6,29E+16
2,19E+17
4,34E+17
6,62E+17
8,56E+17
9,75E+17
9,95E+17
9,12E+17
7,45E+17
5,28E+17
3,06E+17
1,23E+17
1,75E+16
8,57E+15
9,75E+16
2,66E+17
4,80E+17
6,98E+17
8,76E+17
9,81E+17
9,93E+17
9,10E+17
7,50E+17
5,42E+17
3,27E+17
1,45E+17
2,98E+16
1,89E+15
6,59E+16
2,09E+17
4,05E+17
6,18E+17
8,09E+17
9,44E+17
9,99E+17
9,66E+17
8,51E+17
6,75E+17
4,69E+17
2,68E+17
1,09E+17
1,62E+16
6,37E+15
8,00E+16
2,24E+17
4,14E+17
6,17E+17
8,01E+17
9,34E+17
9,97E+17
9,79E+17
8,83E+17
7,27E+17
5,35E+17
3,38E+17
1,67E+17
4,84E+16
5,60E+14
2,99E+16
1,31E+17
2,89E+17
4,77E+17
6,69E+17
8,35E+17
9,50E+17
9,99E+17
9,74E+17
8,80E+17
7,32E+17
5,50E+17
3,62E+17
1,94E+17
6,97E+16
6,22E+15
1,18E+16
8,49E+16
2,15E+17
3,83E+17
5,67E+17
7,41E+17
8,83E+17
9,73E+17
1,00E+18
9,61E+17
8,63E+17
7,17E+17
5,45E+17
3,67E+17
2,07E+17
8,37E+16
1,34E+16
3,74E+15
5,54E+16
1,61E+17
3,08E+17
4,78E+17
6,49E+17
8,03E+17
9,19E+17
9,87E+17
9,97E+17
9,50E+17
8,51E+17
7,12E+17
5,50E+17
3,83E+17
2,29E+17
1,07E+17
2,73E+16
4,04E+10
2,70E+16
1,05E+17
2,24E+17
3,73E+17
5,34E+17
6,91E+17
8,28E+17
9,31E+17
9,89E+17
9,97E+17
9,56E+17
8,69E+17
7,46E+17
5,99E+17
4,44E+17
2,94E+17
1,65E+17
6,77E+16
1,19E+16
1,96E+15
3,83E+16
1,17E+17
2,30E+17
3,68E+17
5,17E+17
6,63E+17
7,95E+17
9,00E+17
9,70E+17
9,99E+17
9,86E+17
9,31E+17
8,40E+17
7,22E+17
5,85E+17
4,42E+17
3,05E+17
1,83E+17
8,79E+16
2,54E+16
3,89E+14
1,43E+16
6,56E+16
1,50E+17
2,60E+17
3,88E+17
5,24E+17
6,57E+17
7,78E+17
8,79E+17
9,52E+17
9,92E+17
9,98E+17
9,69E+17
9,08E+17
8,19E+17
7,09E+17
5,85E+17
4,56E+17
3,31E+17
2,18E+17
1,23E+17
5,26E+16
1,11E+16
4,02E+14
2,08E+16
7,06E+16
1,46E+17
2,43E+17
3,54E+17
4,74E+17
5,94E+17
7,09E+17
8,11E+17
8,94E+17
9,56E+17
9,91E+17
9,99E+17
9,81E+17
9,36E+17
8,68E+17
7,82E+17
6,81E+17
5,71E+17
4,59E+17
3,49E+17
2,47E+17
1,58E+17
8,65E+16
3,52E+16
6,29E+15
8,53E+14
1,87E+16
5,86E+16
1,18E+17
1,95E+17
2,85E+17
3,83E+17
4,87E+17
5,90E+17
6,89E+17
7,79E+17
8,57E+17
9,20E+17
9,66E+17
9,93E+17
1,00E+18
9,88E+17
9,57E+17
9,09E+17
8,46E+17
7,70E+17
6,85E+17
5,94E+17
5,01E+17
4,08E+17
3,18E+17
2,36E+17
1,63E+17
1,01E+17
5,35E+16
2,04E+16
2,92E+15
1,20E+15
1,50E+16
4,35E+16
8,57E+16
1,40E+17
2,04E+17
2,77E+17
3,55E+17
4,37E+17
5,20E+17
6,01E+17
6,80E+17
7,53E+17
8,19E+17
8,76E+17
9,23E+17
9,60E+17
9,85E+17
9,98E+17
9,99E+17
9,89E+17
9,67E+17
9,35E+17
8,94E+17
8,44E+17
7,87E+17
7,25E+17
6,59E+17
5,90E+17
5,20E+17
4,50E+17
3,81E+17
3,16E+17
2,54E+17
1,98E+17
1,48E+17
1,04E+17
6,72E+16
3,84E+16
1,75E+16
4,74E+15
3,27E+13
3,23E+15
1,41E+16
3,21E+16
5,69E+16
8,79E+16
1,24E+17
1,66E+17
2,11E+17
2,60E+17
3,11E+17
3,65E+17
4,19E+17
4,74E+17
5,28E+17
5,82E+17
6,34E+17
6,84E+17
7,31E+17
7,75E+17
8,16E+17
8,53E+17
8,87E+17
9,16E+17
9,41E+17
9,61E+17
9,77E+17
9,89E+17
9,96E+17
1,00E+18
9,99E+17
9,95E+17
9,86E+17
9,75E+17
9,60E+17
9,42E+17
9,21E+17
8,98E+17
8,73E+17
8,46E+17
8,17E+17
7,88E+17
